tag	i	q	k	actual
sequential	181	0.015570	61.310	52
sequential	182	0.016070	63.247	48
sequential	183	0.016505	64.930	39
sequential	184	0.016915	66.516	43
sequential	185	0.017375	68.292	49
sequential	186	0.017795	69.913	35
sequential	187	0.018210	71.514	48
sequential	188	0.018685	73.343	47
sequential	189	0.019235	75.460	63
sequential	190	0.019725	77.344	35
sequential	191	0.020260	79.398	72
sequential	192	0.020970	82.121	70
sequential	193	0.021660	84.763	68
sequential	194	0.022225	86.924	45
sequential	195	0.022685	88.682	47
sequential	196	0.023270	90.914	70
sequential	197	0.024040	93.848	84
sequential	198	0.024915	97.177	91
sequential	199	0.025675	100.063	61
sequential	200	0.026310	102.471	66
sequential	201	0.026860	104.554	44
sequential	202	0.027555	107.183	95
sequential	203	0.028390	110.336	72
sequential	204	0.029010	112.674	52
sequential	205	0.029740	115.422	94
sequential	206	0.030555	118.486	69
sequential	207	0.031380	121.581	96
sequential	208	0.032095	124.260	47
sequential	209	0.032570	126.037	48
sequential	210	0.033220	128.466	82
sequential	211	0.033900	131.003	54
sequential	212	0.034675	133.891	101
sequential	213	0.035770	137.962	118
sequential	214	0.036725	141.505	73
sequential	215	0.037485	144.319	79
sequential	216	0.038310	147.369	86
sequential	217	0.039275	150.930	107
sequential	218	0.040035	153.729	45
sequential	219	0.040835	156.670	115
sequential	220	0.042140	161.457	146
sequential	221	0.043450	166.248	116
sequential	222	0.044485	170.024	91
sequential	223	0.045495	173.701	111
sequential	224	0.046560	177.569	102
sequential	225	0.047530	181.084	92
sequential	226	0.048520	184.663	106
sequential	227	0.049450	188.019	80
sequential	228	0.050330	191.188	96
sequential	229	0.051490	195.355	136
sequential	230	0.052640	199.476	94
sequential	231	0.053725	203.354	123
sequential	232	0.054755	207.028	83
sequential	233	0.055835	210.870	133
sequential	234	0.057035	215.128	107
sequential	235	0.058275	219.516	141
sequential	236	0.059870	225.142	178
sequential	237	0.061500	230.871	148
sequential	238	0.063345	237.330	221
sequential	239	0.065085	243.396	127
sequential	240	0.066470	248.207	150
sequential	241	0.067955	253.348	147
sequential	242	0.069465	258.558	155
sequential	243	0.070935	263.613	139
sequential	244	0.072530	269.078	180
sequential	245	0.074370	275.356	188
sequential	246	0.076255	281.761	189
sequential	247	0.078240	288.474	208
sequential	248	0.080100	294.736	164
sequential	249	0.082090	301.405	234
sequential	250	0.084025	307.859	153
sequential	251	0.085830	313.853	208
sequential	252	0.088060	321.222	238
sequential	253	0.090120	327.994	174
sequential	254	0.091995	334.128	201
sequential	255	0.094020	340.721	204
sequential	256	0.096190	347.750	230
sequential	257	0.098245	354.372	181
sequential	258	0.100100	360.320	190
sequential	259	0.102150	366.862	220
sequential	260	0.104220	373.433	194
sequential	261	0.106145	379.513	191
sequential	262	0.108800	387.850	340
sequential	263	0.111555	396.442	211
sequential	264	0.114285	404.896	335
sequential	265	0.117270	414.071	262
sequential	266	0.120570	424.132	398
sequential	267	0.124050	434.646	298
sequential	268	0.127430	444.766	378
sequential	269	0.131300	456.241	396
sequential	270	0.135335	468.078	411
sequential	271	0.138575	477.488	237
sequential	272	0.141655	486.355	379
sequential	273	0.144895	495.602	269
sequential	274	0.147765	503.722	305
sequential	275	0.150730	512.042	288
sequential	276	0.153335	519.294	233
sequential	277	0.155770	526.023	254
sequential	278	0.158665	533.962	325
sequential	279	0.161215	540.899	185
sequential	280	0.163415	546.842	255
sequential	281	0.166670	555.564	396
sequential	282	0.170105	564.677	291
sequential	283	0.173595	573.839	407
sequential	284	0.178205	585.792	515
sequential	285	0.183240	598.652	492
sequential	286	0.188260	611.273	512
sequential	287	0.192465	621.689	329
sequential	288	0.196080	630.531	394
sequential	289	0.200215	640.516	433
sequential	290	0.203810	649.086	286
sequential	291	0.207580	657.962	468
sequential	292	0.212405	669.156	497
sequential	293	0.217190	680.074	460
sequential	294	0.222400	691.753	582
sequential	295	0.227015	701.917	341
sequential	296	0.230805	710.136	417
sequential	297	0.234300	717.614	282
sequential	298	0.238095	725.623	477
sequential	299	0.243580	736.995	620
sequential	300	0.248345	746.679	333
sequential	301	0.251705	753.398	339
sequential	302	0.254830	759.567	286
sequential	303	0.258730	767.155	494
sequential	304	0.262470	774.318	254
sequential	305	0.265875	780.742	427
sequential	306	0.270175	788.722	433
sequential	307	0.273465	794.728	225
sequential	308	0.277405	801.806	563
sequential	309	0.282265	810.366	409
sequential	310	0.286900	818.354	518
sequential	311	0.291660	826.378	434
sequential	312	0.296640	834.579	562
sequential	313	0.303040	844.827	718
sequential	314	0.308860	853.862	446
sequential	315	0.314020	861.646	586
sequential	316	0.320205	870.695	651
sequential	317	0.326390	879.438	586
sequential	318	0.331035	885.803	343
sequential	319	0.335175	891.331	485
sequential	320	0.339130	896.483	306
sequential	321	0.343205	901.661	509
sequential	322	0.349255	909.104	701
sequential	323	0.355155	916.080	479
sequential	324	0.360650	922.326	620
sequential	325	0.366980	929.223	646
sequential	326	0.372730	935.209	504
sequential	327	0.377995	940.459	549
sequential	328	0.383945	946.125	641
sequential	329	0.390565	952.096	683
sequential	330	0.396805	957.403	565
sequential	331	0.401665	961.321	407
sequential	332	0.407520	965.790	764
sequential	333	0.413345	969.964	401
sequential	334	0.418860	973.665	702
sequential	335	0.424490	977.193	424
sequential	336	0.429355	980.037	549
sequential	337	0.435545	983.382	689
sequential	338	0.440880	986.019	378
sequential	339	0.445175	987.977	481
sequential	340	0.449410	989.763	366
sequential	341	0.453260	991.261	404
sequential	342	0.458625	993.152	669
sequential	343	0.465855	995.336	777
sequential	344	0.471290	996.703	310
sequential	345	0.475815	997.660	595
sequential	346	0.481890	998.688	620
sequential	347	0.487605	999.385	523
sequential	348	0.491955	999.741	347
sequential	349	0.496735	999.957	609
sequential	350	0.503120	999.961	668
sequential	351	0.509925	999.606	693
sequential	352	0.515975	998.979	517
sequential	353	0.521645	998.126	617
sequential	354	0.526635	997.162	381
sequential	355	0.531500	996.031	592
sequential	356	0.536285	994.734	365
sequential	357	0.540125	993.560	403
sequential	358	0.543855	992.307	343
sequential	359	0.548590	990.556	604
sequential	360	0.555165	987.827	711
sequential	361	0.560900	985.165	436
sequential	362	0.564370	983.426	258
sequential	363	0.568170	981.411	502
sequential	364	0.574230	977.960	710
sequential	365	0.581420	973.483	728
sequential	366	0.587715	969.224	531
sequential	367	0.594170	964.528	760
sequential	368	0.600110	959.912	428
sequential	369	0.605325	955.627	615
sequential	370	0.610735	950.951	467
sequential	371	0.616365	945.837	659
sequential	372	0.622035	940.430	475
sequential	373	0.627255	935.225	569
sequential	374	0.632635	929.632	507
sequential	375	0.638010	923.813	568
sequential	376	0.643235	917.935	477
sequential	377	0.647100	913.446	296
sequential	378	0.651125	908.645	509
sequential	379	0.655105	903.770	287
sequential	380	0.657925	900.239	277
sequential	381	0.661575	895.574	453
sequential	382	0.665065	891.014	245
sequential	383	0.666890	888.591	120
sequential	384	0.669625	884.909	427
sequential	385	0.673975	878.931	443
sequential	386	0.677755	873.613	313
sequential	387	0.681385	868.398	413
sequential	388	0.684910	863.233	292
sequential	389	0.689720	856.025	670
sequential	390	0.695910	846.477	568
sequential	391	0.700505	839.191	351
sequential	392	0.703910	833.683	330
sequential	393	0.707875	827.152	463
sequential	394	0.711305	821.401	223
sequential	395	0.714775	815.487	471
sequential	396	0.720120	806.189	598
sequential	397	0.725690	796.256	516
sequential	398	0.731230	786.131	592
sequential	399	0.737455	774.460	653
sequential	400	0.742415	764.940	339
sequential	401	0.745690	758.546	316
sequential	402	0.749000	751.996	346
sequential	403	0.753405	743.144	535
sequential	404	0.757525	734.723	289
sequential	405	0.760755	728.027	357
sequential	406	0.764300	720.582	352
sequential	407	0.768080	712.532	404
sequential	408	0.771350	705.477	250
sequential	409	0.774120	699.433	304
sequential	410	0.778775	689.138	627
sequential	411	0.784360	676.558	490
sequential	412	0.788245	667.659	287
sequential	413	0.791215	660.775	307
sequential	414	0.793775	654.785	205
sequential	415	0.795220	651.381	84
sequential	416	0.796355	648.695	143
sequential	417	0.798915	642.599	369
sequential	418	0.802405	634.205	329
sequential	419	0.805610	626.410	312
sequential	420	0.808000	620.544	166
sequential	421	0.810095	615.364	253
sequential	422	0.812550	609.250	238
sequential	423	0.815380	602.142	328
sequential	424	0.818240	594.893	244
sequential	425	0.820890	588.118	286
sequential	426	0.823595	581.145	255
sequential	427	0.826485	573.630	323
sequential	428	0.829630	565.376	306
sequential	429	0.831880	559.423	144
sequential	430	0.833795	554.324	239
sequential	431	0.835750	549.088	152
sequential	432	0.837835	543.470	265
sequential	433	0.840375	536.579	243
sequential	434	0.842655	530.350	213
sequential	435	0.844815	524.410	219
sequential	436	0.847620	516.641	342
sequential	437	0.850300	509.160	194
sequential	438	0.852280	503.595	202
sequential	439	0.854010	498.708	144
sequential	440	0.856010	493.028	256
sequential	441	0.858240	486.656	190
sequential	442	0.859745	482.334	111
sequential	443	0.860725	479.510	85
sequential	444	0.861880	476.171	146
sequential	445	0.863845	470.467	247
sequential	446	0.866130	463.795	210
sequential	447	0.868320	457.362	228
sequential	448	0.870660	450.445	240
sequential	449	0.872795	444.096	187
sequential	450	0.874645	438.564	183
sequential	451	0.876345	433.458	157
sequential	452	0.877410	430.247	56
sequential	453	0.877940	428.645	50
sequential	454	0.878930	425.648	148
sequential	455	0.880290	421.518	124
sequential	456	0.881190	418.777	56
sequential	457	0.882035	416.197	113
sequential	458	0.883095	412.953	99
sequential	459	0.884140	409.746	110
sequential	460	0.885580	405.312	178
sequential	461	0.886790	401.574	64
sequential	462	0.887805	398.429	139
sequential	463	0.889335	393.673	167
sequential	464	0.890955	388.617	157
sequential	465	0.892930	382.424	238
sequential	466	0.895165	375.378	209
sequential	467	0.897325	368.531	223
sequential	468	0.899100	362.877	132
sequential	469	0.900235	359.248	95
sequential	470	0.901275	355.913	113
sequential	471	0.902770	351.105	186
sequential	472	0.904610	345.163	182
sequential	473	0.906465	339.145	189
sequential	474	0.908085	333.867	135
sequential	475	0.910010	327.567	250
sequential	476	0.912200	320.365	188
sequential	477	0.914150	313.919	202
sequential	478	0.916310	306.744	230
sequential	479	0.918260	300.234	160
sequential	480	0.919585	295.794	105
sequential	481	0.920645	292.231	107
sequential	482	0.921745	288.525	113
sequential	483	0.922875	284.707	113
sequential	484	0.923870	281.337	86
sequential	485	0.924710	278.486	82
sequential	486	0.925535	275.680	83
sequential	487	0.926385	272.783	87
sequential	488	0.927340	269.522	104
sequential	489	0.928495	265.568	127
sequential	490	0.929850	260.916	144
sequential	491	0.931295	255.938	145
sequential	492	0.932765	250.858	149
sequential	493	0.934170	245.986	132
sequential	494	0.935355	241.864	105
sequential	495	0.936345	238.412	93
sequential	496	0.937205	235.407	79
sequential	497	0.938070	232.379	94
sequential	498	0.939060	228.905	104
sequential	499	0.939995	225.618	83
sequential	500	0.940740	222.993	66
sequential	501	0.941485	220.364	83
sequential	502	0.942345	217.324	89
sequential	503	0.943470	213.337	136
sequential	504	0.944895	208.274	149
sequential	505	0.946055	204.140	83
sequential	506	0.946900	201.122	86
sequential	507	0.947720	198.187	78
sequential	508	0.948550	195.212	88
sequential	509	0.949410	192.123	84
sequential	510	0.950105	189.622	55
sequential	511	0.950585	187.893	41
sequential	512	0.951040	186.252	50
sequential	513	0.951630	184.121	68
sequential	514	0.952260	181.844	58
sequential	515	0.952775	179.979	45
sequential	516	0.953310	178.040	62
sequential	517	0.953935	175.772	63
sequential	518	0.954595	173.374	69
sequential	519	0.955310	170.771	74
sequential	520	0.956090	167.928	82
sequential	521	0.957040	164.458	108
sequential	522	0.958170	160.321	118
sequential	523	0.959350	155.990	118
sequential	524	0.960490	151.796	110
sequential	525	0.961420	148.366	76
sequential	526	0.962270	145.226	94
sequential	527	0.963145	141.987	81
sequential	528	0.963905	139.169	71
sequential	529	0.964625	136.494	73
sequential	530	0.965370	133.723	76
sequential	531	0.966110	130.966	72
sequential	532	0.966765	128.522	59
sequential	533	0.967360	126.299	60
sequential	534	0.967950	124.091	58
sequential	535	0.968500	122.031	52
sequential	536	0.968990	120.194	46
sequential	537	0.969425	118.561	41
sequential	538	0.969815	117.095	37
sequential	539	0.970175	115.742	35
sequential	540	0.970540	114.368	38
sequential	541	0.970950	112.824	44
sequential	542	0.971450	110.940	56
sequential	543	0.972005	108.845	55
sequential	544	0.972490	107.013	42
sequential	545	0.972970	105.198	54
sequential	546	0.973555	102.983	63
sequential	547	0.974195	100.556	65
sequential	548	0.974815	98.203	59
sequential	549	0.975390	96.017	56
sequential	550	0.975880	94.153	42
sequential	551	0.976240	92.782	30
sequential	552	0.976585	91.467	39
sequential	553	0.977010	89.846	46
sequential	554	0.977425	88.261	37
sequential	555	0.977740	87.058	26
sequential	556	0.977975	86.160	21
sequential	557	0.978255	85.089	35
sequential	558	0.978600	83.768	34
sequential	559	0.978950	82.428	36
sequential	560	0.979330	80.971	40
sequential	561	0.979715	79.494	37
sequential	562	0.980070	78.131	34
sequential	563	0.980405	76.844	33
sequential	564	0.980715	75.652	29
sequential	565	0.980945	74.768	17
sequential	566	0.981110	74.133	16
sequential	567	0.981310	73.363	24
sequential	568	0.981560	72.400	26
sequential	569	0.981800	71.475	22
sequential	570	0.982020	70.627	22
sequential	571	0.982245	69.759	23
sequential	572	0.982425	69.064	13
sequential	573	0.982575	68.485	17
sequential	574	0.982835	67.481	35
sequential	575	0.983245	65.897	47
sequential	576	0.983695	64.157	43
sequential	577	0.984070	62.705	32
sequential	578	0.984340	61.659	22
sequential	579	0.984600	60.651	30
sequential	580	0.984885	59.546	27
sequential	581	0.985115	58.654	19
sequential	582	0.985305	57.916	19
sequential	583	0.985460	57.314	12
sequential	584	0.985580	56.848	12
sequential	585	0.985720	56.304	16
sequential	586	0.985900	55.605	20
sequential	587	0.986100	54.827	20
sequential	588	0.986300	54.049	20
sequential	589	0.986500	53.271	20
sequential	590	0.986705	52.473	21
sequential	591	0.986900	51.714	18
sequential	592	0.987070	51.051	16
sequential	593	0.987270	50.272	24
sequential	594	0.987490	49.414	20
sequential	595	0.987690	48.634	20
sequential	596	0.987905	47.795	23
sequential	597	0.988135	46.897	23
sequential	598	0.988345	46.077	19
sequential	599	0.988510	45.432	14
sequential	600	0.988665	44.826	17
sequential	601	0.988845	44.122	19
sequential	602	0.989000	43.516	12
sequential	603	0.989145	42.949	17
sequential	604	0.989340	42.185	22
sequential	605	0.989570	41.285	24
sequential	606	0.989780	40.462	18
sequential	607	0.989970	39.718	20
sequential	608	0.990155	38.992	17
sequential	609	0.990310	38.384	14
sequential	610	0.990425	37.933	9
sequential	611	0.990530	37.521	12
sequential	612	0.990675	36.952	17
sequential	613	0.990845	36.285	17
sequential	614	0.990985	35.735	11
sequential	615	0.991105	35.264	13
sequential	616	0.991260	34.654	18
sequential	617	0.991440	33.947	18
sequential	618	0.991600	33.318	14
sequential	619	0.991775	32.629	21
sequential	620	0.991985	31.803	21
sequential	621	0.992160	31.114	14
sequential	622	0.992285	30.622	11
sequential	623	0.992450	29.972	22
sequential	624	0.992655	29.164	19
sequential	625	0.992795	28.612	9
sequential	626	0.992865	28.336	5
sequential	627	0.992920	28.119	6
sequential	628	0.993000	27.804	10
sequential	629	0.993095	27.429	9
sequential	630	0.993185	27.074	9
sequential	631	0.993290	26.660	12
sequential	632	0.993400	26.226	10
sequential	633	0.993500	25.831	10
sequential	634	0.993575	25.535	5
sequential	635	0.993625	25.337	5
sequential	636	0.993680	25.120	6
sequential	637	0.993745	24.863	7
sequential	638	0.993820	24.567	8
sequential	639	0.993900	24.251	8
sequential	640	0.993985	23.915	9
sequential	641	0.994075	23.560	9
sequential	642	0.994185	23.125	13
sequential	643	0.994305	22.650	11
sequential	644	0.994415	22.215	11
sequential	645	0.994490	21.919	4
sequential	646	0.994545	21.701	7
sequential	647	0.994590	21.523	2
sequential	648	0.994615	21.424	3
sequential	649	0.994665	21.226	7
sequential	650	0.994740	20.929	8
sequential	651	0.994810	20.652	6
sequential	652	0.994885	20.355	9
sequential	653	0.994970	20.019	8
sequential	654	0.995055	19.682	9
sequential	655	0.995135	19.365	7
sequential	656	0.995220	19.029	10
sequential	657	0.995310	18.672	8
sequential	658	0.995395	18.335	9
sequential	659	0.995505	17.899	13
sequential	660	0.995640	17.364	14
sequential	661	0.995730	17.007	4
sequential	662	0.995765	16.868	3
sequential	663	0.995795	16.749	3
sequential	664	0.995850	16.531	8
sequential	665	0.995935	16.194	9
sequential	666	0.996025	15.837	9
sequential	667	0.996110	15.499	8
sequential	668	0.996190	15.182	8
sequential	669	0.996240	14.983	2
sequential	670	0.996270	14.864	4
sequential	671	0.996310	14.706	4
sequential	672	0.996335	14.606	1
sequential	673	0.996350	14.547	2
sequential	674	0.996370	14.467	2
sequential	675	0.996410	14.308	6
sequential	676	0.996470	14.070	6
sequential	677	0.996540	13.792	8
sequential	678	0.996605	13.534	5
sequential	679	0.996650	13.355	4
sequential	680	0.996690	13.196	4
sequential	681	0.996740	12.997	6
sequential	682	0.996775	12.858	1
sequential	683	0.996800	12.759	4
sequential	684	0.996840	12.600	4
sequential	685	0.996875	12.461	3
sequential	686	0.996915	12.302	5
sequential	687	0.996975	12.063	7
sequential	688	0.997045	11.785	7
sequential	689	0.997105	11.546	5
sequential	690	0.997155	11.348	5
sequential	691	0.997205	11.149	5
sequential	692	0.997250	10.970	4
sequential	693	0.997295	10.791	5
sequential	694	0.997335	10.632	3
sequential	695	0.997370	10.492	4
sequential	696	0.997410	10.333	4
sequential	697	0.997455	10.154	5
sequential	698	0.997505	9.955	5
sequential	699	0.997550	9.776	4
sequential	700	0.997585	9.637	3
sequential	701	0.997615	9.517	3
sequential	702	0.997645	9.398	3
sequential	703	0.997680	9.258	4
sequential	704	0.997725	9.079	5
sequential	705	0.997755	8.960	1
sequential	706	0.997765	8.920	1
sequential	707	0.997795	8.801	5
sequential	708	0.997835	8.641	3
sequential	709	0.997870	8.502	4
sequential	710	0.997910	8.343	4
sequential	711	0.997965	8.123	7
sequential	712	0.998020	7.904	4
sequential	713	0.998060	7.745	4
sequential	714	0.998105	7.566	5
sequential	715	0.998150	7.386	4
sequential	716	0.998200	7.187	6
sequential	717	0.998260	6.948	6
sequential	718	0.998315	6.729	5
sequential	719	0.998350	6.589	2
sequential	720	0.998370	6.509	2
sequential	721	0.998395	6.410	3
sequential	722	0.998430	6.270	4
sequential	723	0.998465	6.131	3
sequential	724	0.998485	6.051	1
sequential	725	0.998495	6.011	1
sequential	726	0.998515	5.931	3
sequential	727	0.998550	5.792	4
sequential	728	0.998580	5.672	2
sequential	729	0.998600	5.592	2
sequential	730	0.998615	5.532	1
sequential	731	0.998630	5.472	2
sequential	732	0.998650	5.393	2
sequential	733	0.998670	5.313	2
sequential	734	0.998685	5.253	1
sequential	735	0.998695	5.213	1
sequential	736	0.998710	5.153	2
sequential	737	0.998735	5.054	3
sequential	738	0.998765	4.934	3
sequential	739	0.998795	4.814	3
sequential	740	0.998815	4.734	1
sequential	741	0.998830	4.675	2
sequential	742	0.998850	4.595	2
sequential	743	0.998875	4.495	3
sequential	744	0.998900	4.395	2
sequential	745	0.998920	4.315	2
sequential	746	0.998940	4.236	2
sequential	747	0.998960	4.156	2
sequential	748	0.998975	4.096	1
sequential	749	0.998990	4.036	2
sequential	750	0.999010	3.956	2
sequential	751	0.999025	3.896	1
sequential	752	0.999040	3.836	2
sequential	753	0.999055	3.776	1
sequential	754	0.999065	3.737	1
sequential	755	0.999075	3.697	1
sequential	756	0.999085	3.657	1
sequential	757	0.999095	3.617	1
sequential	758	0.999115	3.537	3
sequential	759	0.999140	3.437	2
sequential	760	0.999160	3.357	2
sequential	761	0.999180	3.277	2
sequential	762	0.999195	3.217	1
sequential	763	0.999210	3.158	2
sequential	764	0.999230	3.078	2
sequential	765	0.999250	2.998	2
sequential	766	0.999270	2.918	2
sequential	767	0.999285	2.858	1
sequential	768	0.999300	2.798	2
sequential	769	0.999320	2.718	2
sequential	770	0.999340	2.638	2
sequential	771	0.999360	2.558	2
sequential	772	0.999375	2.498	1
sequential	773	0.999385	2.458	1
sequential	774	0.999395	2.419	1
sequential	775	0.999405	2.379	1
sequential	776	0.999415	2.339	1
sequential	777	0.999425	2.299	1
sequential	778	0.999435	2.259	1
sequential	779	0.999445	2.219	1
sequential	780	0.999455	2.179	1
sequential	781	0.999465	2.139	1
sequential	782	0.999475	2.099	1
sequential	783	0.999490	2.039	2
sequential	784	0.999505	1.979	1
sequential	785	0.999515	1.939	1
sequential	786	0.999525	1.899	1
sequential	787	0.999535	1.859	1
sequential	788	0.999545	1.819	1
sequential	789	0.999555	1.779	1
sequential	790	0.999565	1.739	1
sequential	791	0.999575	1.699	1
sequential	792	0.999585	1.659	1
sequential	793	0.999595	1.619	1
sequential	794	0.999605	1.579	1
sequential	795	0.999615	1.539	1
sequential	796	0.999625	1.499	1
sequential	797	0.999635	1.459	1
sequential	798	0.999645	1.419	1
sequential	799	0.999655	1.380	1
sequential	800	0.999665	1.340	1
sequential	801	0.999675	1.300	1
sequential	802	0.999685	1.260	1
sequential	803	0.999695	1.220	1
sequential	804	0.999705	1.180	1
sequential	805	0.999715	1.140	1
sequential	806	0.999725	1.100	1
sequential	807	0.999735	1.060	1
sequential	808	0.999745	1.020	1
sequential	809	0.999755	0.980	1
sequential	810	0.999765	0.940	1
sequential	811	0.999775	0.900	1
sequential	812	0.999785	0.860	1
sequential	813	0.999795	0.820	1
sequential	814	0.999805	0.780	1
sequential	815	0.999815	0.740	1
sequential	816	0.999825	0.700	1
sequential	817	0.999835	0.660	1
sequential	818	0.999845	0.620	1
sequential	819	0.999855	0.580	1
sequential	820	0.999865	0.540	1
sequential	821	0.999875	0.500	1
sequential	822	0.999885	0.460	1
sequential	823	0.999895	0.420	1
sequential	824	0.999905	0.380	1
sequential	825	0.999915	0.340	1
sequential	826	0.999925	0.300	1
sequential	827	0.999935	0.260	1
sequential	828	0.999945	0.220	1
sequential	829	0.999955	0.180	1
sequential	830	0.999965	0.140	1
sequential	831	0.999975	0.100	1
sequential	832	0.999985	0.060	1
sequential	833	0.999995	0.020	1
sequential	0	0.000005	0.020	1
sequential	1	0.000015	0.060	1
sequential	2	0.000025	0.100	1
sequential	3	0.000035	0.140	1
sequential	4	0.000045	0.180	1
sequential	5	0.000055	0.220	1
sequential	6	0.000065	0.260	1
sequential	7	0.000075	0.300	1
sequential	8	0.000085	0.340	1
sequential	9	0.000095	0.380	1
sequential	10	0.000105	0.420	1
sequential	11	0.000115	0.460	1
sequential	12	0.000125	0.500	1
sequential	13	0.000135	0.540	1
sequential	14	0.000145	0.580	1
sequential	15	0.000155	0.620	1
sequential	16	0.000165	0.660	1
sequential	17	0.000175	0.700	1
sequential	18	0.000185	0.740	1
sequential	19	0.000195	0.780	1
sequential	20	0.000205	0.820	1
sequential	21	0.000215	0.860	1
sequential	22	0.000225	0.900	1
sequential	23	0.000235	0.940	1
sequential	24	0.000245	0.980	1
sequential	25	0.000255	1.020	1
sequential	26	0.000265	1.060	1
sequential	27	0.000275	1.100	1
sequential	28	0.000285	1.140	1
sequential	29	0.000295	1.180	1
sequential	30	0.000305	1.220	1
sequential	31	0.000315	1.260	1
sequential	32	0.000325	1.300	1
sequential	33	0.000335	1.340	1
sequential	34	0.000345	1.380	1
sequential	35	0.000355	1.419	1
sequential	36	0.000365	1.459	1
sequential	37	0.000375	1.499	1
sequential	38	0.000385	1.539	1
sequential	39	0.000395	1.579	1
sequential	40	0.000405	1.619	1
sequential	41	0.000415	1.659	1
sequential	42	0.000425	1.699	1
sequential	43	0.000435	1.739	1
sequential	44	0.000445	1.779	1
sequential	45	0.000455	1.819	1
sequential	46	0.000465	1.859	1
sequential	47	0.000475	1.899	1
sequential	48	0.000485	1.939	1
sequential	49	0.000495	1.979	1
sequential	50	0.000505	2.019	1
sequential	51	0.000515	2.059	1
sequential	52	0.000530	2.119	2
sequential	53	0.000545	2.179	1
sequential	54	0.000560	2.239	2
sequential	55	0.000580	2.319	2
sequential	56	0.000595	2.379	1
sequential	57	0.000610	2.439	2
sequential	58	0.000630	2.518	2
sequential	59	0.000650	2.598	2
sequential	60	0.000670	2.678	2
sequential	61	0.000690	2.758	2
sequential	62	0.000710	2.838	2
sequential	63	0.000730	2.918	2
sequential	64	0.000750	2.998	2
sequential	65	0.000765	3.058	1
sequential	66	0.000780	3.118	2
sequential	67	0.000805	3.217	3
sequential	68	0.000830	3.317	2
sequential	69	0.000850	3.397	2
sequential	70	0.000870	3.477	2
sequential	71	0.000890	3.557	2
sequential	72	0.000910	3.637	2
sequential	73	0.000930	3.717	2
sequential	74	0.000955	3.816	3
sequential	75	0.000985	3.936	3
sequential	76	0.001015	4.056	3
sequential	77	0.001045	4.176	3
sequential	78	0.001075	4.295	3
sequential	79	0.001110	4.435	4
sequential	80	0.001145	4.575	3
sequential	81	0.001175	4.694	3
sequential	82	0.001210	4.834	4
sequential	83	0.001250	4.994	4
sequential	84	0.001285	5.133	3
sequential	85	0.001320	5.273	4
sequential	86	0.001360	5.433	4
sequential	87	0.001395	5.572	3
sequential	88	0.001425	5.692	3
sequential	89	0.001455	5.812	3
sequential	90	0.001485	5.931	3
sequential	91	0.001525	6.091	5
sequential	92	0.001570	6.270	4
sequential	93	0.001610	6.430	4
sequential	94	0.001645	6.569	3
sequential	95	0.001690	6.749	6
sequential	96	0.001750	6.988	6
sequential	97	0.001805	7.207	5
sequential	98	0.001860	7.426	6
sequential	99	0.001920	7.665	6
sequential	100	0.001975	7.884	5
sequential	101	0.002025	8.084	5
sequential	102	0.002070	8.263	4
sequential	103	0.002130	8.502	8
sequential	104	0.002210	8.820	8
sequential	105	0.002280	9.099	6
sequential	106	0.002355	9.398	9
sequential	107	0.002425	9.676	5
sequential	108	0.002480	9.895	6
sequential	109	0.002550	10.174	8
sequential	110	0.002610	10.413	4
sequential	111	0.002680	10.691	10
sequential	112	0.002760	11.010	6
sequential	113	0.002825	11.268	7
sequential	114	0.002900	11.566	8
sequential	115	0.002975	11.865	7
sequential	116	0.003055	12.183	9
sequential	117	0.003135	12.501	7
sequential	118	0.003210	12.799	8
sequential	119	0.003295	13.137	9
sequential	120	0.003400	13.554	12
sequential	121	0.003505	13.971	9
sequential	122	0.003605	14.368	11
sequential	123	0.003715	14.805	11
sequential	124	0.003815	15.202	9
sequential	125	0.003905	15.559	9
sequential	126	0.003995	15.916	9
sequential	127	0.004090	16.293	10
sequential	128	0.004220	16.809	16
sequential	129	0.004375	17.423	15
sequential	130	0.004520	17.998	14
sequential	131	0.004645	18.494	11
sequential	132	0.004785	19.048	17
sequential	133	0.004950	19.702	16
sequential	134	0.005115	20.355	17
sequential	135	0.005255	20.910	11
sequential	136	0.005355	21.305	9
sequential	137	0.005460	21.721	12
sequential	138	0.005585	22.215	13
sequential	139	0.005750	22.868	20
sequential	140	0.005945	23.639	19
sequential	141	0.006085	24.192	9
sequential	142	0.006210	24.686	16
sequential	143	0.006410	25.476	24
sequential	144	0.006590	26.186	12
sequential	145	0.006715	26.680	13
sequential	146	0.006855	27.232	15
sequential	147	0.007005	27.824	15
sequential	148	0.007210	28.632	26
sequential	149	0.007450	29.578	22
sequential	150	0.007620	30.248	12
sequential	151	0.007775	30.858	19
sequential	152	0.007995	31.724	25
sequential	153	0.008195	32.511	15
sequential	154	0.008395	33.298	25
sequential	155	0.008615	34.163	19
sequential	156	0.008845	35.067	27
sequential	157	0.009085	36.010	21
sequential	158	0.009310	36.893	24
sequential	159	0.009500	37.639	14
sequential	160	0.009685	38.365	23
sequential	161	0.009880	39.130	16
sequential	162	0.010105	40.012	29
sequential	163	0.010405	41.187	31
sequential	164	0.010670	42.225	22
sequential	165	0.010890	43.086	22
sequential	166	0.011195	44.279	39
sequential	167	0.011535	45.608	29
sequential	168	0.011895	47.014	43
